,hosQuad,Class
35274,breakfast spread is superb,0
35275,the hilton chennai excellent,0
35276,in the united states,0
35277,checkin we were informed,0
35278,days of stay ideally,0
35279,nice big lcd tv,0
35280,of food spread  qualit,0
35281,got  hours due t,0
35282,kind  warm employees ,0
35283,were polite  courteous an,0
35284,enjoy your stay at,0
35285,to stand and watch,0
35286,business trip journey the,0
35287,for  i stayed wit,0
35288,been better considering others,0
35289,staff the customer service,0
35290,on arrival and always,0
35291,selection of food throughout,0
35292,experience food was beyond,0
35293,new modern very nice,0
35294,chocolates on arrival and,0
35295,form the hotel and,0
35296,to chennai the rooms,0
35297,india and while it,0
35298,energetic staff they took,0
35299,of them the servicestaff,0
35300,chennai i would say,0
35301,simply super though on,0
35302,just wow mind blowing,0
35303,to return to the,0
35304,make sure your taxi,0
35305,third floor my first,0
35306,any point of my,0
35307,is extremely cordial and,0
35308,have taken note of,0
35309,get to details let,0
35310,you have an international,0
35311,we were with family,0
35312,hilton chennai we very,0
35313,i have been  time,0
35314,booked  rooms on seperat,0
35315,access to lounge which,0
35316,and always smiled and,0
35317,with the indian navy,0
35318,the reception are very,0
35319,back should your travels,0
35320,see food  i lov,0
35321,airport from the lobby,0
35322,business and this was,0
35323,good hospitalitygood service and,0
35324,like the sales push,0
35325,event of our company,0
35326,business or pleasure staysthe,0
35327,us feel at homethis,0
35328,to be frank only,0
35329,impressed by the facility,0
35330,january and this time,0
35331,here rooms are new,0
35332,was affected by flooding,0
35333,to my room while,0
35334,rooms were clean modern,0
35335,able to sleep well,0
35336,not friendly we thought,0
35337,above all making us,0
35338,aesthetically pleasing and stocked,0
35339,in the city this,0
35340,out to its best,0
35341,centralised and one could,0
35342,would like to come,0
35343,with hotels in chennai,0
35344,flight and i had,0
35345,engaging and make you,0
35346,no issue of noice,0
35347,frnd to us n,0
35348,an opportunity to explore,0
35349,faces i had a,0
35350,on th feb and,0
35351,are spacious clean and,0
35352,service from all the,0
35353,into my room through,0
35354,ambiance a very pleasant,0
35355,a walk away distance,0
35356,nice ambience custom dishes,0
35357,very bad it is,0
35358,good experience will visit,0
35359,dinner buffets usual great,0
35360,treated me like i,0
35361,both were excellent bed,0
35362,on arrival and checkin,0
35363,and me we were,0
35364,hilton chennai i am,0
35365,place but quiet inside,0
35366,visits the stay gets,0
35367,each year since on,0
35368,complimentary access to lounge,0
35369,top of a ballroom,0
35370,is remarkable and one,0
35371,how they handle the,0
35372,suite it was enormous,0
35373,very arrogant small room,0
35374,up i stayed here,0
35375,i was treated like,0
35376,face pancake they made,0
35377,hes amazing the staff,0
35378,outstanding sharath earns a,0
35379,however the spread was,0
35380,polluted as the mass,0
35381,some dissatisfaction  though equall,0
35382,who is going for,0
35383,club lounge the construction,0
35384,visit to india in,0
35385,like combnewspaper etc are,0
35386,and welcoming was assisted,0
35387,us for the entire,0
35388,st timer in chennai,0
35389,very frendly helfully i,0
35390,minutes from the hilton,0
35391,wait for very long,0
35392,to improve  other tha,0
35393,well all are really,0
35394,like to thank the,0
35395,and the hotel staff,0
35396,months while i took,0
35397,four nights on a,0
35398,is large and this,0
35399,when i travel elsewhere,0
35400,none of the power,0
35401,recent business trip i,0
35402,possibly been the best,0
35403,was spacious immaculate and,0
35404,in nice surroundings the,0
35405,by almost all the,0
35406,the baggage at reception,0
35407,wait for almost  mi,0
35408,hotel is located centrally,0
35409,here has been great,0
35410,has an impact on,0
35411,hilton dear pwramsterdam thank,0
35412,topwould have preferred a,0
35413,level swimming pool is,0
35414,amazing right from the,0
35415,spacious and highlight was,0
35416,everyone to visit hilton,0
35417,that to be fresh,0
35418,to stay the metro,0
35419,helpful amenities were very,0
35420,were very helpful and,0
35421,of servicei was very,0
35422,a short walk to,0
35423,money  i am prett,0
35424,time since it opened,0
35425,restaurants were some of,0
35426,great expectation to hilton,0
35427,facilities provides a perfect,0
35428,busy chennai surroundings the,0
35429,prompt checkin and my,0
35430,pleasure in returning every,0
35431,favourite hotel we are,0
35432,of hilton chennai since,0
35433,few special requirements everything,0
35434,but the key differentiator,0
35435,was very delicious overall,0
35436,friends complimentary breakfast will,0
35437,easily answer is would,0
35438,floors have a nice,0
35439,internet good restaurants travel,0
35440,occupied when i went,0
35441,the main road however,0
35442,say is that the,0
35443,the hotel is pleasant,0
35444,to travel very often,0
35445,rd floor has an,0
35446,the support and service,0
35447,comfortable bed for a,0
35448,negotiate the crazy traffic,0
35449,in this beautiful hotel,0
35450,call centre for our,0
35451,in order to charge,0
35452,is obvious that both,0
35453,on holiday its just,0
35454,in chennai the location,0
35455,traffic the hotel rooms,0
35456,the evening i also,0
35457,had to visit we,0
35458,time i feel i,0
35459,to be a traveller,0
35460,due to metro rail,0
35461,for  weeks on ,0
35462,right in the beautiful,0
35463,stayed in numerous hotels,0
35464,from chennai airport is,0
35465,like home special thanks,0
35466,for service some employee,0
35467,in terms of display,0
35468,ants around the bathroom,0
35469,feel wonderfully comfortable we,0
35470,high fitness and pool,0
35471,ready for taking a,0
35472,hilton dosa nice south,0
35473,super fast checkincheckout  everythin,0
35474,friendly and willing to,0
35475,are neat and goodnext,0
35476,took nice pictures to,0
35477,priority bhibash welcomed us,0
35478,great food and many,0
35479,as the restaurant overlooks,0
35480,proffesional staff i booked,0
35481,q bar manager has,0
35482,room had unpleasant odour,0
35483,and you get a,0
35484,i thank you for,0
35485,in toilets this is,0
35486,luck for their future,0
35487,our service facilities and,0
35488,air con excellent wifi,0
35489,would recommend this place,0
35490,service i travel a,0
35491,contemporary hilton edge that,0
35492,sure everything was top,0
35493,the most comfortable pillows,0
35494,let you sleep till,0
35495,animals fb manager put,0
35496,hotels so i guess,0
35497,staff to mention a,0
35498,to the restaurant and,0
35499,cozy breakfast may be,0
35500,friendly and professional the,0
35501,is average overall the,0
35502,or with family the,0
35503,to a local medical,0
35504,were also fantastic i,0
35505,making it easy to,0
35506,all the elements and,0
35507,th and th of,0
35508,ground floor is very,0
35509,and standards remained high,0
35510,the one in nyc,0
35511,complaints whatsoever easily the,0
35512,best you can get,0
35513,is the warmth in,0
35514,comfortable and the hotel,0
35515,was very brief we,0
35516,feel at home our,0
35517,and drinks a point,0
35518,enjoyed the night dinner,0
35519,stateoftheart technology including  inc,0
35520,came for tourism and,0
35521,very helpful and rooms,0
35522,some tea or coffee,0
35523,to help us explore,0
35524,part is the staff,0
35525,hotel with my family,0
35526,i stayed at hotel,0
35527,spread was adequate with,0
35528,all the restaurants and,0
35529,needed for breakfast their,0
35530,hear the highway nor,0
35531,program an executive lounge,0
35532,you as if you,0
35533,guides who provided history,0
35534,is very good but,0
35535,was excellent very helpful,0
35536,the roof bar is,0
35537,compliance with quality and,0
35538,to negotiate or give,0
35539,on the little things,0
35540,be the day was,0
35541,superb with almost all,0
35542,gym and bar facilities,0
35543,strategically in a center,0
35544,poor and is not,0
35545,child the the hotel,0
35546,at  usd pwr yogur,0
35547,staff at chennai hilton,0
35548,three staffs who attend,0
35549,where i will stay,0
35550,lunch in est was,0
35551,and some of the,0
35552,terms my room was,0
35553,also helped me in,0
35554,multiple room options to,0
35555,has good facilities and,0
35556,european travellers dinner buffet,0
35557,with like that was,0
35558,we are indeed most,0
35559,you checkin till you,0
35560,to revise the price,0
35561,conference hosted in this,0
35562,back here again and,0
35563,up and good conciergetransport,0
35564,offer  saturday brunch an,0
35565,the room really the,0
35566,service at ayna restaurant,0
35567,man we had conducted,0
35568,room was clean spacious,0
35569,kind and tried to,0
35570,too much even quantity,0
35571,top bar service was,0
35572,is clean and well,0
35573,the specific issue has,0
35574,attentivelove the cheers comments,0
35575,also good one of,0
35576,especially amendawho specially treated,0
35577,good all in all,0
35578,being treated i work,0
35579,the hilton stall in,0
35580,gettogether at hilton at,0
35581,like to stay this,0
35582,options for vegetarian the,0
35583,and fruit in the,0
35584,hilton honours member i,0
35585,chennai a number of,0
35586,area but i found,0
35587,dis not hear the,0
35588,do not let this,0
35589,hotel during the christmas,0
35590,i am highly impressed,0
35591,with great airconditioning staff,0
35592,come to expect of,0
35593,all lights off facility,0
35594,are awesome  well furnishe,0
35595,was well done and,0
35596,furnished with a really,0
35597,as well was a,0
35598,room rooms are big,0
35599,hilton high quality plenty,0
35600,overall experience was excellent,0
35601,hotel well run clean,0
35602,buffet restaurant the coffee,0
35603,supportive enough to provide,0
35604,price and then try,0
35605,was amazing they had,0
35606,to thank chef ruban,0
35607,all a great business,0
35608,take the executive room,0
35609,the lobby is grand,0
35610,stayed at a lot,0
35611,the warmth in the,0
35612,very friendly and provides,0
35613,have to arrange a,0
35614,impressive even the entry,0
35615,the evening pleasant stay,0
35616,an extraordinary extensive buffet,0
35617,too without adding salt,0
35618,for our breakfasts and,0
35619,your profile with your,0
35620,fine the staff is,0
35621,be a soothing touch,0
35622,few friends in may,0
35623,experience at the hilton,0
35624,excellent option for a,0
35625,and mrbibash this was,0
35626,that hasso much more,0
35627,are just so attentive,0
35628,hotel with amenities and,0
35629,the rooftop bar is,0
35630,all fun as part,0
35631,and comfortable restaurants are,0
35632,and goes the extra,0
35633,of amenda was a,0
35634,ate in the restaurant,0
35635,and well equipped gym,0
35636,has a we wanted,0
35637,the staff who i,0
35638,you have a photograph,0
35639,to burn alacarte food,0
35640,and found that the,0
35641,service lot to be,0
35642,at the top floor,0
35643,on whether it needs,0
35644,for one week in,0
35645,the best and do,0
